Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Mongolia,MNG,East Asia & Pacific,Lower middle income,2010,16,14310,4,5,7,174690,229006,694501,1098197,67
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2010,2,10,5,5,4,1878,1463,12000,15341,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2010,24,2680,5,6,3,898339,14018852,3658618,18575809,52
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,8,2400,3,5,10,103656,792053,445700,1341409,63
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2010,4,3660,5,4,8,31785,38312,316424,386521,73
Malawi,MWI,Sub-Saharan Africa,Low income,2010,16,890,7,4,6,392140,7074949,2114559,9581648,56
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,3,200220,3,5,3,737899,1103582,4509796,6351277,74
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2010,29,3130,10,8,22,99222,644031,325810,1069063,57
Niger,NER,Sub-Saharan Africa,Low income,2010,2,1370,5,3,1,578465,11163495,2353952,14095912,57
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2010,8,90060,3,5,4,4831860,96168099,26408705,127408664,51
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2010,20,4510,8,4,8,167233,261129,866544,1294906,72
Netherlands,NLD,Europe & Central Asia,High income,2010,2,171110,10,5,5,310088,205478,3856891,4372457,81
Norway,NOR,Europe & Central Asia,High income,2010,2,41410,9,7,4,122551,57924,1115944,1296419,81
Nepal,NPL,South Asia,Lower middle income,2010,10,4640,4,4,2,841754,4140127,4673871,9655752,68
Nauru,NRU,East Asia & Pacific,High income,2010,2,40,13,5,4,732,1262,2704,4698,75
New Zealand,NZL,East Asia & Pacific,High income,2010,2,31050,10,7,7,151871,47722,894348,1093941,81
Oman,OMN,Middle East & North Africa,High income,2010,8,47080,3,5,4,152354,85623,412726,650703,76
Pakistan,PAK,South Asia,Lower middle income,2010,15,140620,3,2,1,6011593,54309382,33497999,93818974,65
Panama,PAN,Latin America & Caribbean,High income,2010,11,9190,7,5,4,127236,159459,549793,836488,77
Peru,PER,Latin America & Caribbean,Upper middle income,2010,9,45000,5,3,4,924918,1842331,4396011,7163260,74
Philippines,PHL,East Asia & Pacific,Lower middle income,2010,12,81930,4,2,4,2784619,9548768,17222844,29556231,70
Palau,PLW,East Asia & Pacific,Upper middle income,2010,2,210,12,8,4,1070,1144,5511,7725,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2010,26,5020,2,5,2,342469,1853149,1536444,3732062,62
Poland,POL,Europe & Central Asia,High income,2010,2,313740,6,5,10,1578600,563574,10372527,12514701,76
Puerto Rico,PRI,Latin America & Caribbean,High income,2010,2,10,5,5,16,132375,99341,850660,1082376,78
Portugal,PRT,Europe & Central Asia,High income,2010,2,50940,10,5,11,249970,202138,2867524,3319632,79
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2010,8,5040,5,3,5,211635,305536,993600,1510771,73
Qatar,QAT,Middle East & North Africa,High income,2010,2,60580,2,5,0,69129,24076,202372,295577,79
Romania,ROU,Europe & Central Asia,High income,2010,2,77620,6,3,7,823143,483434,6603983,7910560,73
Rwanda,RWA,Sub-Saharan Africa,Low income,2010,31,600,8,5,1,442416,2862100,1481781,4786297,63
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,6,446130,4,5,6,1682103,724538,4203215,6609856,74
Sudan,SDN,Sub-Saharan Africa,Low income,2010,16,16420,5,5,15,1457686,6775142,6393745,14626573,63
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2010,11,7030,4,5,10,296716,3716347,1830704,5843767,64
Singapore,SGP,East Asia & Pacific,High income,2010,2,42410,3,3,4,85960,72251,715019,873230,82
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2010,14,340,8,8,2,35120,107163,148553,290836,71
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2010,29,560,11,3,4,267320,3911712,1178264,5357296,49
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2010,10,6540,8,4,5,362568,259493,1046265,1668326,71
San Marino,SMR,Europe & Central Asia,High income,2010,2,10,7,3,4,668,343,7108,8119,75
Somalia,SOM,Sub-Saharan Africa,Low income,2010,70,630,5,5,19,984748,9659188,2338541,12982477,54
Serbia,SRB,Europe & Central Asia,Upper middle income,2010,2,47100,10,4,19,298583,132606,2989272,3420461,74
South Sudan,SSD,Sub-Saharan Africa,Low income,2010,2,1310,5,5,12,352933,4896288,1291845,6541066,55
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2010,13,100,7,10,15,3945,23395,28460,55800,67
Suriname,SUR,Latin America & Caribbean,Upper middle income,2010,7,1740,5,5,7,24175,40674,112196,177045,70
Slovenia,SVN,Europe & Central Asia,High income,2010,2,15780,9,6,7,92955,22792,497768,613515,79
Sweden,SWE,Europe & Central Asia,High income,2010,2,48130,8,7,9,233587,96994,2270106,2600687,81
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2010,18,650,9,6,26,72062,675841,201230,949133,47
Seychelles,SYC,Sub-Saharan Africa,High income,2010,2,440,5,4,4,2722,4218,20117,27057,73
Chad,TCD,Sub-Saharan Africa,Low income,2010,31,1240,4,2,1,506976,8262667,1910735,10680378,51
Togo,TGO,Sub-Saharan Africa,Low income,2010,21,2630,4,4,2,231107,2765906,972039,3969052,57
Thailand,THA,East Asia & Pacific,Upper middle income,2010,10,234380,3,4,1,2813081,2668491,13064718,18546290,74
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2010,2,2450,6,4,11,239458,844739,1364157,2448354,69
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2010,4,59180,5,5,4,145003,395569,981065,1521637,67
Tonga,TON,East Asia & Pacific,Upper middle income,2010,2,120,5,5,2,2271,6269,19680,28220,70
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2010,8,21460,5,5,4,65071,51936,314737,431744,72
Tunisia,TUN,Middle East & North Africa,Lower middle income,2010,3,27520,6,6,13,311965,337080,2013925,2662970,75
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2010,2,10,17,5,4,452,696,2983,4131,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2010,26,6910,5,5,3,1325388,18104420,7111755,26541563,59
Uganda,UGA,Sub-Saharan Africa,Low income,2010,2,3330,7,2,4,992140,15361819,4301844,20655803,57
Ukraine,UKR,Europe & Central Asia,Lower middle income,2010,2,268920,7,7,8,2362737,1445437,17050943,20859117,70
Uruguay,URY,Latin America & Caribbean,High income,2010,2,6280,8,5,7,132756,83476,814648,1030880,77
United States,USA,North America,High income,2010,2,5392110,16,5,10,9180414,4853057,81408527,95441998,79
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2010,5,126240,5,5,5,1016842,2478444,5986582,9481868,70
Vietnam,VNM,East Asia & Pacific,Lower middle income,2010,11,151410,5,5,1,3146870,4397799,16008602,23553271,75
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2010,6,130,4,5,2,10985,28250,54428,93663,69
Samoa,WSM,East Asia & Pacific,Lower middle income,2010,4,190,5,6,6,6177,8627,38898,53702,72
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,4,425310,9,5,25,3481499,20398176,9737605,33617280,58
Zambia,ZMB,Sub-Saharan Africa,Low income,2010,2,2660,4,4,13,454697,6343331,2091139,8889167,56
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2010,2,9600,10,2,5,522322,6911187,2026312,9459821,51
Afghanistan,AFG,South Asia,Low income,2011,20,8930,9,3,11,2540039,7181019,6539124,16260182,62
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,16,23870,3,3,7,1263108,9114917,3506251,13884276,56
Albania,ALB,Europe & Central Asia,Upper middle income,2011,5,4850,5,3,13,80572,66857,571613,719042,77
Andorra,AND,Europe & Central Asia,High income,2011,2,490,6,3,4,1928,791,16499,19218,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2011,9,165600,4,5,2,372531,115961,1150519,1639011,77
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,3,176640,9,5,7,1420669,1490301,8739680,11650650,75
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,3,4940,9,3,18,88338,88024,793471,969833,74
American Samoa,ASM,East Asia & Pacific,Upper middle income,2011,2,10,5,5,4,1497,2049,11928,15474,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,2,540,5,5,4,2159,2560,17052,21771,76
Australia,AUS,East Asia & Pacific,High income,2011,2,386380,9,5,5,663308,208749,4626553,5498610,82
Austria,AUT,Europe & Central Asia,High income,2011,2,68270,10,6,5,224081,73137,2140933,2438151,81
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,2,27280,2,2,5,241187,684477,2188172,3113836,71
Burundi,BDI,Sub-Saharan Africa,Low income,2011,2,360,10,6,2,487312,4059643,1380501,5927456,58
Belgium,BEL,Europe & Central Asia,High income,2011,2,96480,10,6,7,395231,165056,2759657,3319944,81
Benin,BEN,Sub-Saharan Africa,Lower middle income,2011,8,4650,3,4,3,366037,4426823,1584822,6377682,60
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2011,13,2460,5,4,4,684298,9934205,3090218,13708721,58
Bangladesh,BGD,South Asia,Lower middle income,2011,16,54420,3,2,4,3763712,17357602,24215321,45336635,70
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2011,4,49640,7,4,11,284499,136294,2944690,3365483,74
Bahrain,BHR,Middle East & North Africa,High income,2011,2,26020,4,3,1,29146,18801,182058,230005,76
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2011,2,23740,9,5,28,118028,52977,996554,1167559,76
Belarus,BLR,Europe & Central Asia,Upper middle income,2011,2,58550,5,5,6,687636,198734,3508894,4395264,71
Belize,BLZ,Latin America & Caribbean,Upper middle income,2011,6,670,6,5,8,16442,19236,51127,86805,73
Bermuda,BMU,North America,High income,2011,2,10,5,5,4,1229,1213,14430,16872,81
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2011,17,16610,5,7,2,394903,1217027,1919423,3531353,69
Brazil,BRA,Latin America & Caribbean,Upper middle income,2011,3,418310,8,6,7,9965593,11022675,42029887,63018155,74
Barbados,BRB,Latin America & Caribbean,High income,2011,4,1760,7,5,11,6901,9751,70122,86774,78
Bhutan,BTN,South Asia,Lower middle income,2011,2,590,3,5,3,21520,87773,121918,231211,69
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,21,3880,6,5,18,118430,707092,360530,1186052,62
Central African Republic,CAF,Sub-Saharan Africa,Low income,2011,30,190,4,1,6,378079,3600491,926515,4905085,48
Canada,CAN,North America,High income,2011,2,549290,10,5,8,848604,410613,7428503,8687720,81
Switzerland,CHE,Europe & Central Asia,High income,2011,2,41190,10,5,4,216255,78602,1817157,2112014,83
Chile,CHL,Latin America & Caribbean,High income,2011,3,76470,7,4,7,512646,302734,3251142,4066522,79
China,CHN,East Asia & Pacific,Upper middle income,2011,2,9282550,4,4,5,40355424,26127233,295761449,362244106,75
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2011,11,6120,4,3,7,849301,11079199,3249636,15178136,54
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2011,6,6810,4,3,4,838416,10501728,3554344,14894488,56
Colombia,COL,Latin America & Caribbean,Upper middle income,2011,12,69100,7,4,10,2247302,1610981,7059412,10917695,76
Comoros,COM,Sub-Saharan Africa,Lower middle income,2011,2,150,5,3,7,24436,165565,100955,290956,62
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2011,5,7430,8,6,10,127156,91472,712788,931416,79
Cuba,CUB,Latin America & Caribbean,Upper middle income,2011,2,27590,11,5,3,312075,238865,2542574,3093514,78
Cyprus,CYP,Europe & Central Asia,High income,2011,2,7630,6,7,8,26317,10608,232357,269282,80
Germany,DEU,Europe & Central Asia,High income,2011,2,746480,11,5,6,1851768,933546,22934623,25719937,80
Djibouti,DJI,Middle East & North Africa,Lower middle income,2011,21,480,3,5,27,32577,303424,143462,479463,61
Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,5,180,5,5,4,2405,3156,18370,23931,75
Denmark,DNK,Europe & Central Asia,High income,2011,2,43100,10,8,8,116817,72677,1442636,1632130,80
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,11,20910,6,5,6,415155,821367,1730642,2967164,72
Algeria,DZA,Middle East & North Africa,Lower middle income,2011,4,120790,5,5,10,1242386,1848694,6345218,9436298,75
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,8,37100,6,5,3,767785,770988,2544334,4083107,75
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,2,570,5,5,6,265423,1819264,843185,2927872,63
Spain,ESP,Europe & Central Asia,High income,2011,2,274400,9,5,21,939227,532270,10864927,12336424,82
Estonia,EST,Europe & Central Asia,High income,2011,2,18170,6,5,12,54035,20446,401057,475538,76
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,21,7540,4,5,2,2868780,30193813,11354780,44417373,63
Finland,FIN,Europe & Central Asia,High income,2011,2,55120,9,6,8,197412,39712,1389222,1626346,80
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,7,1110,3,4,4,25124,54900,230896,310920,67
France,FRA,Europe & Central Asia,High income,2011,2,335140,11,5,9,1973238,756830,14590199,17320267,82
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2011,13,5780,3,3,20,57450,364178,267991,689619,62
United Kingdom,GBR,Europe & Central Asia,High income,2011,2,445590,10,6,8,1203635,996707,16078595,18278937,81
Georgia,GEO,Europe & Central Asia,Upper middle income,2011,8,6520,8,3,20,146777,126577,1323257,1596611,72
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,6,11750,5,8,6,756013,8061889,4131445,12949347,61
Guinea,GIN,Sub-Saharan Africa,Low income,2011,2,2620,4,2,5,432988,5390312,1912810,7736110,57
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,2,240,6,2,6,83040,687874,295668,1066582,55
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2011,2,9990,2,5,9,29339,336208,132252,497799,56
Greece,GRC,Europe & Central Asia,High income,2011,2,84550,9,5,18,250675,115469,2965569,3331713,81
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,2,310,6,5,4,3170,4081,23832,31083,73
Greenland,GRL,Europe & Central Asia,High income,2011,2,10,5,5,4,4080,1379,15000,20459,70
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2011,16,11740,6,3,3,869790,1356113,2452580,4678483,72
Guam,GUM,East Asia & Pacific,High income,2011,2,10,5,5,13,4300,5938,32204,42442,78
Guyana,GUY,Latin America & Caribbean,Upper middle income,2011,9,1830,4,3,12,49186,73723,181919,304828,68
Honduras,HND,Latin America & Caribbean,Lower middle income,2011,13,8810,9,6,4,385112,491783,1396228,2273123,74
Croatia,HRV,Europe & Central Asia,High income,2011,2,19030,8,4,14,166065,48527,1299407,1513999,77
Haiti,HTI,Latin America & Caribbean,Lower middle income,2011,44,2700,6,5,15,747871,3084208,2445176,6277255,61
Hungary,HUN,Europe & Central Asia,High income,2011,2,46910,7,5,11,373886,122404,3340722,3837012,75
Indonesia,IDN,East Asia & Pacific,Lower middle income,2011,11,475310,3,3,5,5570397,21879142,49484283,76933822,70
India,IND,South Asia,Lower middle income,2011,15,1756740,3,4,5,55636759,204096428,233318868,493052055,67
Ireland,IRL,Europe & Central Asia,High income,2011,2,36680,11,6,15,98203,48648,961485,1108336,81
Iraq,IRQ,Middle East & North Africa,Upper middle income,2011,16,113040,3,5,8,2290397,2157170,5584646,10032213,69
Iceland,ISL,Europe & Central Asia,High income,2011,2,1890,8,7,7,6289,3177,60952,70418,82
Israel,ISR,Middle East & North Africa,High income,2011,2,69820,7,6,7,147901,98116,1353693,1599710,82
Italy,ITA,Europe & Central Asia,High income,2011,2,396690,9,4,8,1151903,581645,15798224,17531772,82
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2011,10,7530,5,6,13,73258,115723,532735,721716,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2011,6,20760,8,3,13,144564,262499,1002281,1409344,74
Japan,JPN,East Asia & Pacific,High income,2011,2,1213520,10,4,5,3858530,2033074,30473950,36365554,83
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2011,3,245450,3,3,5,1051817,756544,4525787,6334148,69
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,21,13030,6,5,3,1114790,12528123,5394771,19037684,62
Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,10,5360,8,2,1,533102,2180969,2739471,5453542,67
Kiribati,KIR,East Asia & Pacific,Lower middle income,2011,4,50,9,13,4,4654,18153,32622,55429,66
Kuwait,KWT,Middle East & North Africa,High income,2011,2,83290,2,3,2,61221,57053,405847,524121,75
Lebanon,LBN,Middle East & North Africa,Lower middle income,2011,4,21180,8,2,7,97122,134459,960837,1192418,79
Liberia,LBR,Sub-Saharan Africa,Low income,2011,36,850,9,5,2,112472,1567236,590450,2270158,60
Libya,LBY,Middle East & North Africa,Upper middle income,2011,2,41950,6,5,19,659172,154299,1007245,1820716,72
Sri Lanka,LKA,South Asia,Lower middle income,2011,9,15420,4,2,4,737536,682394,4003453,5423383,76
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,12,570,10,8,26,166606,1215898,423405,1805909,46
Lithuania,LTU,Europe & Central Asia,High income,2011,2,11850,6,5,15,193389,55392,1013686,1262467,74
Luxembourg,LUX,Europe & Central Asia,High income,2011,2,10900,6,5,5,12270,5397,114456,132123,81
Latvia,LVA,Europe & Central Asia,High income,2011,2,7900,6,5,16,104861,40755,718490,864106,74
Morocco,MAR,Middle East & North Africa,Lower middle income,2011,5,55940,6,5,9,1291123,2269661,6598831,10159615,75
Monaco,MCO,Europe & Central Asia,High income,2011,2,10,2,2,4,954,526,11943,13423,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2011,2,8340,9,7,7,185370,128784,1195110,1509264,70
Madagascar,MDG,Sub-Saharan Africa,Low income,2011,27,2190,4,2,2,539357,7002948,3370291,10912596,64
Maldives,MDV,South Asia,Upper middle income,2011,2,1010,8,3,10,6415,17015,48758,72188,76
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,5,478400,6,5,5,4477229,4323210,20646095,29446534,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,2,140,15,20,4,2679,4791,13152,20622,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2011,4,9520,7,5,31,57338,34984,610370,702692,75
Mali,MLI,Sub-Saharan Africa,Low income,2011,4,3120,4,4,7,631357,10277501,2666048,13574906,56
Malta,MLT,Middle East & North Africa,High income,2011,2,2570,8,8,6,8855,5509,100343,114707,81
Myanmar,MMR,East Asia & Pacific,Lower middle income,2011,8,8690,2,1,1,2072410,8231646,11893864,22197920,64
Montenegro,MNE,Europe & Central Asia,Upper middle income,2011,2,2540,8,5,20,21680,8951,176382,207013,76
Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,14,15730,4,5,5,174317,225565,707672,1107554,68
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2011,2,10,5,5,4,1775,1406,12008,15189,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,22,3350,5,6,3,887185,14069832,3715014,18672031,53
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,8,2460,2,2,10,105278,773874,453848,1333000,63
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,4,3640,4,3,7,31829,38304,316520,386653,73
Malawi,MWI,Sub-Saharan Africa,Low income,2011,14,930,7,4,6,408467,6554340,2183126,9145933,57
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,3,202740,3,6,3,741774,1140128,4600436,6482338,75
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,26,3330,10,5,19,103302,609716,327054,1040072,58
Niger,NER,Sub-Saharan Africa,Low income,2011,2,1410,5,3,0,606037,11255020,2455241,14316298,58
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,9,95000,3,5,4,4874720,94488548,26925254,126288522,51
